-8.533635059822889390e-01 -1.428655572448324917e-01 4.730551444611280631e-01 1.164571522034510087e+00 -3.880959853665968962e-01 -9.558334797976119138e-03 3.593002376008133658e-01 7.312912740286727775e-01 -2.307391097200571506e-01 7.570274835606147223e-02 4.092874276554115398e-01 7.688843422469971989e-01 -6.475043347687670092e-01 -7.906963798842994717e-03 5.479871625298339266e-01 1.193243506090935879e+00
-8.440420117121972821e-01 -1.384666724168477081e-01 4.727766155211997057e-01 1.159153405281119209e+00 -3.816276811530647795e-01 -6.725479654637018558e-03 3.595580594621383130e-01 7.291639941017126203e-01 -2.283643011681342483e-01 7.732551678457470767e-02 4.095301580257195706e-01 7.680904409375522990e-01 -6.451048428046184391e-01 -6.807507109403930327e-03 5.476073079534654608e-01 1.191154014829127528e+00
-8.346221548560108783e-01 -1.340257990350119388e-01 4.724925496076102238e-01 1.153651008899835739e+00 -3.750782741900559603e-01 -3.798712933279911781e-03 3.598175197103786749e-01 7.270190257807084278e-01 -2.260040748120706322e-01 7.895466506464605960e-02 4.097641367347711894e-01 7.672954963514800886e-01 -6.427046100607899382e-01 -5.712722517194658567e-03 5.472262416495852211e-01 1.189054982406350325e+00
-8.251048158362493945e-01 -1.295438869508312441e-01 4.721998424719880405e-01 1.148064752893121820e+00 -3.684464993349422235e-01 -7.724915814522630066e-04 3.600784443432647475e-01 7.248543135108986846e-01 -2.236615388733903531e-01 8.059045316886657984e-02 4.099890258624524497e-01 7.664981657319683839e-01 -6.403037921220550155e-01 -4.623396749480541100e-03 5.468435790671292152e-01 1.186947721993214744e+00
-8.154922527933236021e-01 -1.250225447421358660e-01 4.718957905289625776e-01 1.142395723160783971e+00 -3.617314152632610802e-01 2.359548157787152642e-03 3.603406137503967765e-01 7.226672636966637864e-01 -2.213400570465567097e-01 8.223381001163906912e-02 4.102040519655200668e-01 7.656972937167949578e-01 -6.379027441371764029e-01 -3.540591728962229172e-03 5.464593101361165939e-01 1.184833175510818792e+00
-8.057877080370389189e-01 -1.204625475358862552e-01 4.715775784273099624e-01 1.136645346945993396e+00 -3.549304720446638250e-01 5.601373347964069653e-03 3.606048443916292645e-01 7.204547849392686221e-01 -2.190429360884984245e-01 8.388360173153870669e-02 4.104089482596103844e-01 7.648936225048809101e-01 -6.355011912551266073e-01 -2.462605962096493708e-03 5.460728940211929672e-01 1.182707005344832751e+00
-7.959944141465600254e-01 -1.158658949785369985e-01 4.712436165530651255e-01 1.130812108903721525e+00 -3.480407301894713479e-01 8.958231852478995907e-03 3.608691548686491224e-01 7.182156277259035271e-01 -2.167718058413582449e-01 8.553867453132349419e-02 4.106023953719799557e-01 7.640885089890485649e-01 -6.330977587706224652e-01 -1.389389769793547037e-03 5.456836299125018552e-01 1.180565723115161614e+00
-7.861169581604738887e-01 -1.112312855855731308e-01 4.708921963835954738e-01 1.124893818292236336e+00 -3.410631819021007760e-01 1.243214687486313141e-02 3.611351426697907430e-01 7.159464458612705418e-01 -2.145361172456584642e-01 8.720693674922232186e-02 4.107841703152164681e-01 7.632721346727048273e-01 -6.306969675338678361e-01 -3.292276274170912332e-04 5.452926127234009046e-01 1.178426200580364513e+00
-7.761656110672303654e-01 -1.065755877194596996e-01 4.705148017598828059e-01 1.118917709370414126e+00 -3.339905287862236505e-01 1.603757706431373567e-02 3.613994212596745026e-01 7.136365147372949469e-01 -2.123334280045074685e-01 8.888492070742384787e-02 4.109522030879811383e-01 7.624543630992339782e-01 -6.282941299080758712e-01 7.265916577660402670e-04 5.448992341543035245e-01 1.176268552536972711e+00
-7.661421716442883278e-01 -1.018838322859082074e-01 4.701134216284206802e-01 1.112861864795925193e+00 -3.268215022516288704e-01 1.975869180360487892e-02 3.616693216332378946e-01 7.112871961290628819e-01 -2.101737724135960828e-01 9.057288110708676399e-02 4.111096450204194119e-01 7.616282541823853336e-01 -6.258932957773617467e-01 1.776056850974899954e-03 5.445029602931115154e-01 1.174095393670378851e+00
