4.191936403621576157e-01 3.877681879809658505e-01 3.814367202564944437e-01 3.919634095531632778e-01 2.827705795022363855e-01 2.840986809024645954e-01 2.866702731372413049e-01 2.658592029515663424e-01 2.300142688304827876e-01 2.604990491003521536e-01 2.803300022503267819e-01 2.603630057150425059e-01 3.281639706316960559e-01 3.478002101010324587e-01 3.548094369540868986e-01 3.734610556029880901e-01
4.155515030568091572e-01 3.850319285002151704e-01 3.789288357894462500e-01 3.900521843038813330e-01 2.808311399771797334e-01 2.826059920545781479e-01 2.857463520840847204e-01 2.650701878702161896e-01 2.294134298147372519e-01 2.599583160169989804e-01 2.799463946370164269e-01 2.600871644129927884e-01 3.271792163403872133e-01 3.469716516460754074e-01 3.540877238783248782e-01 3.728608811902163755e-01
4.117793288575207766e-01 3.822546762459282932e-01 3.763989877580631305e-01 3.880726782215432324e-01 2.788925899449208323e-01 2.811111978163806091e-01 2.848001948655599636e-01 2.642968214936226579e-01 2.288288599603227891e-01 2.594297400084910610e-01 2.795648139155486600e-01 2.598115049767995011e-01 3.261928103750427188e-01 3.461432141417379316e-01 3.533672545310651003e-01 3.722512845756106303e-01
4.078743703019933053e-01 3.794361939563435371e-01 3.738500296022334024e-01 3.860229261698918668e-01 2.769571580653815701e-01 2.796147023880295457e-01 2.838315563534386521e-01 2.635398566606381165e-01 2.282598782531291559e-01 2.589146426448509786e-01 2.791840592843872204e-01 2.595352325884555666e-01 3.252039398230296974e-01 3.453151886360873446e-01 3.526496466880015834e-01 3.716324165964585702e-01
4.038340732111104781e-01 3.765773080342540990e-01 3.712853825680289543e-01 3.839007492942162481e-01 2.750263389170974349e-01 2.781173295284362079e-01 2.828404000111464645e-01 2.627996266342400578e-01 2.277064941173881918e-01 2.584145031497006584e-01 2.788034153553620720e-01 2.592576891594579602e-01 3.242118976219732773e-01 3.444881374976505595e-01 3.519361108674128324e-01 3.710042628008130006e-01
3.996562348713282864e-01 3.736794588385080051e-01 3.687083179794126697e-01 3.817037912633739483e-01 2.730981268426400654e-01 2.766190581869478748e-01 2.818279918298542408e-01 2.620757290603333844e-01 2.271687383398890703e-01 2.579296107006578964e-01 2.784236134185985589e-01 2.589805211328984891e-01 3.232167559739940188e-01 3.436604351562215776e-01 3.512228757237726429e-01 3.703666957698931728e-01
3.953390908296025019e-01 3.707438468527787800e-01 3.661227741139829739e-01 3.794304334732887529e-01 2.711737985204764056e-01 2.751211891997547565e-01 2.807968749780473949e-01 2.613702720136286128e-01 2.266506504638428343e-01 2.574597629078259620e-01 2.780444916079135576e-01 2.587045242989899352e-01 3.222187396316038011e-01 3.428303277757480672e-01 3.505076169206767234e-01 3.697197623442712855e-01
3.908788302311493323e-01 3.677684442773474505e-01 3.635271648694483049e-01 3.770735868663220303e-01 2.692418762593983272e-01 2.736241825726311583e-01 2.797476053197051615e-01 2.606824929534503621e-01 2.261461636184056434e-01 2.570107749404076380e-01 2.776613915042553948e-01 2.584221893971530015e-01 3.212133466622339451e-01 3.420055111437670936e-01 3.498061977867474304e-01 3.690638238327528797e-01
3.862778961516915022e-01 3.647733671604382333e-01 3.609501793588560936e-01 3.746419174492193194e-01 2.673050642694690393e-01 2.721268944529303679e-01 2.786749871067447648e-01 2.600092748519826635e-01 2.256647101910053965e-01 2.565789542578769677e-01 2.772789452073492478e-01 2.581438526057357463e-01 3.202054348990138744e-01 3.411786035074060863e-01 3.491000646724780609e-01 3.683979649958960545e-01
3.815307607417617874e-01 3.617424382794001136e-01 3.583725340877388921e-01 3.721246107469791120e-01 2.653362727391859743e-01 2.706288913624075310e-01 2.775894092440490124e-01 2.593513560033139376e-01 2.251978191493990977e-01 2.561663306428789699e-01 2.768956060845778056e-01 2.578658794590326653e-01 3.191913184685556959e-01 3.403518904569314829e-01 3.483921251623492976e-01 3.677219376516189242e-01
3.766367707010714883e-01 3.586836137643417688e-01 3.558041840789538668e-01 3.695201571360675064e-01 2.633199980402614049e-01 2.691269062873708484e-01 2.764914894394140954e-01 2.587058693822003042e-01 2.247501127911691876e-01 2.557725173945094022e-01 2.765144656843754878e-01 2.575969328816653525e-01 3.181732783450880175e-01 3.395176190425676643e-01 3.476718794200003848e-01 3.670368172688706632e-01
3.715946019534207556e-01 3.556015362142055380e-01 3.532517983662253891e-01 3.668264880799038674e-01 2.612412354078192944e-01 2.676194273456170003e-01 2.753806673603739763e-01 2.580738379578413899e-01 2.243146346834006821e-01 2.554011667895779158e-01 2.761260576961077073e-01 2.573214034169075681e-01 3.171442686905124320e-01 3.386928079174910122e-01 3.469714588492928686e-01 3.663424103448853497e-01
