0.000000000000000000e+00 -7.750647777307294317e-02 0.000000000000000000e+00 -3.997784488287915716e-02 0.000000000000000000e+00 0.000000000000000000e+00
-7.750647777307294317e-02 -5.826495681683441924e-02 0.000000000000000000e+00 1.937399908968612805e-01 0.000000000000000000e+00 0.000000000000000000e+00
-5.826495681683441924e-02 -7.108190624926344348e-02 0.000000000000000000e+00 1.897506090849157001e-01 0.000000000000000000e+00 0.000000000000000000e+00
-7.108190624926344348e-02 0.000000000000000000e+00 0.000000000000000000e+00 -2.138911576073130455e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.939576613769385394e-02 -3.997784488287915716e-02 1.689450252384008255e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.939576613769385394e-02 9.121815637171544477e-02 1.937399908968612805e-01 2.994432655321818681e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.121815637171544477e-02 -7.953979069693370776e-03 1.897506090849157001e-01 2.618259104773257295e-01 0.000000000000000000e+00 0.000000000000000000e+00
-7.953979069693370776e-03 0.000000000000000000e+00 -2.138911576073130455e-02 2.932759676237283730e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.869995576781699559e-02 1.689450252384008255e-01 -3.687359245811562547e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.869995576781699559e-02 7.713425834400088055e-02 2.994432655321818681e-01 2.219305993940399457e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.713425834400088055e-02 -1.451789370291063121e-02 2.618259104773257295e-01 1.803000399590827807e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.451789370291063121e-02 0.000000000000000000e+00 2.932759676237283730e-01 -5.045328573766862112e-03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -9.471587185721283553e-02 -3.687359245811562547e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.471587185721283553e-02 -7.836090557396335754e-02 2.219305993940399457e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.836090557396335754e-02 -6.770797837428517429e-02 1.803000399590827807e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-6.770797837428517429e-02 0.000000000000000000e+00 -5.045328573766862112e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
